"HUC_12","BARREN","DECIDUOUS_FOR","DEVELOPED_LOW","DEVELOPED_OPEN","EVERGREEN_FOR","GRASS_HERB","ICE_SNOW","MIXED_FOR","SHRUB_SCRUB","WATER","WOOD_WETLANDS","DEVELOPED_MED","HERB_WETLANDS","PASTURE","DEVELOPED_HIGH","CROPS","HUC12_IMP"
170800010101,0.0873261170937659,0.000160101519741174,0.000170107854784665,0.0101235073696846,0.80238521203918,0.0022814464476649,0.0298740694830398,0.000190120547105776,0.0658070416799277,0.000631610346008445,0.00105066579701761,0,0,0,0,0,1.05100310521218
170800010102,0,0.000794323410580951,0.000241709950943966,0.0128988221937276,0.86873223006984,0.0217353015943832,0,0.0094196823345057,0.0849564042502225,0.000291805316923747,0.000334675328741707,0.0000371861462094066,0.0000185930731426449,0.000539199082272338,0,0,1.06127096052871
170800010201,0.00574112433518464,0,0.000723450487065253,0.0110922846548217,0.940163581620391,0.00316416380760777,0,0.0000771705588680727,0.0370140678848417,0.000231511460468439,0,0.000987605720095471,0.000194274471096471,0,0.000610772984388972,0,1.18497454447439
170800010202,0.0474642411888161,0.00027578567589913,0.00372198556400026,0.0285104865592588,0.86689111628458,0.00110239101556646,0.012859263056388,0.000679344245446191,0.0354091768429306,0.000326633070692252,0.00067562550873103,0.00170332455213412,0.0000190317032612713,0,0.000361602337486564,0,1.34441464313393
170800010301,0,0.0000434240703817063,0.000195407843197517,0.00714804906350892,0.919729686159178,0.00245345983861973,0,0.000303968507076601,0.0700821937801995,0,0,0.0000217120354365597,0,0,0,0,1.05328656171971
170800010302,0.0189630150321806,0.000308113409187425,0.0030481359058921,0.00952422594675395,0.90462774096687,0.00141116966812796,0.00708433788334373,0.000214745701303168,0.0356254969812882,0.00177398617130703,0.00645170780788144,0.00180882070826951,0.0084542483475209,0,0.000704245252242664,0,1.3689913981972
170800010303,0.000303091123186772,0.0000233147029374426,0,0,0.983559834351514,0.000303091119262128,0,0.0000699441084725354,0.0153910044972047,0.000349720543377711,0,0,0,0,0,0,1.0067338710158
170800010304,0,0.000525028744659853,0.0029443168695813,0.0246326726967126,0.917270526822214,0.0027447175397233,0,0.0237628523880323,0.0217276171352797,0.00107923214610366,0.00118680657631978,0.00156179829176494,0.0000431565998168615,0.00186816099049653,0.000189156992911191,0.000463933448941559,1.2845278370257
170800010401,0.000207142838272533,0.00313435525053693,0.0056669521923547,0.0462624256897471,0.755666368787964,0.0121034545193572,0,0.0445224288915897,0.0913311749518224,0.00767299036840415,0.00522730882834984,0.00153826249841841,0.00056050404141446,0.0248475010765331,0.000151919034581507,0.00110723886896526,1.41276988347383
170800010402,0.000816047144246662,0.0194783952049077,0.00711529912340227,0.0474883000198763,0.397749262668932,0.0552730948046953,0,0.186369714295178,0.134754072226971,0.0112240264469266,0.00623126586582372,0.00249048834002669,0.000845542692641822,0.128188021448599,0.000952680781725617,0.00102379524716253,1.63434498152531
170800010501,0,0,0,0,0.961505470934239,0.00124392046070415,0,0,0.0345497166827144,0.00127601114462075,0.00121221015633366,0,0.000212668598664727,0,0,0,1
170800010502,0.000379417592214055,0.000183167176209835,0,0,0.893239161265321,0.00130191224089684,0,0.000824252380207785,0.07712035017576,0.0256564881190986,0.00129525352137763,0,0,0,0,0,1.0000012300538
170800010503,0.00127266271776946,0.000142099522764242,0,0,0.939686439325471,0.000449629008657012,0,0.00439504748704406,0.0275742638294895,0.0178959514954958,0.00698866855211765,0,0.0015952392754074,0,0,0,1.00127320485649
170800010504,0,0.0000441802077407353,0,0,0.967707681440036,0.00181871929740122,0,0.000574342706443218,0.0291481932487018,0,0.000220901039094289,0,0.000375531690950351,0.00011045051969015,0,0,1
170800010505,0,0.0028757889740121,0.0000139708446618004,0.00244206204665695,0.8975072087588,0.00307344619559335,0,0.038599112539736,0.0444000992799798,0.00203974404823031,0.000447067013583985,0,0.0000838250682324174,0.0085177128762701,0,0,1.00850624468592
170800010506,0.000601618755346678,0.0121490474135838,0.000165013468106925,0.00957282984711295,0.777510655972107,0.015070944905358,0,0.0845568069568663,0.0490164644793903,0.0286863430959381,0.0001021703073415,0,0.000147726512911167,0.0224203438741863,0,0,1.04593946095093
170800010601,0.00196924757059813,0.00558675850974272,0.00224209875922698,0.0117634895499821,0.835214844102169,0.00188599713977071,0,0.0406264658967139,0.080314255508548,0.0000474932185836227,0.0201371230019314,0.000163546719371597,0,0,0.0000170261855398397,0.0000316621455620459,1.13663317033222
170800010602,0.000223645803028529,0.0205336977929321,0.00451758817527056,0.0335490744732993,0.723765865371366,0.012725776665268,0,0.0923627103751651,0.0975321770104381,0.00196633938387383,0.0116212958624885,0.0000460621772867951,0.0000254017391056559,0,0,0.00113037737628536,1.29475041588469
170800010603,0.00174140444499073,0.0251934814129308,0.00745283861333557,0.0408397342912306,0.543080040966575,0.0917596616875599,0,0.104195472380323,0.168922861699593,0.000383108824453859,0.00628066430500732,0.000208968498699941,0.0000464374440198497,0.00989533220217024,0,0,1.44559240526026
170800010604,0.00090394821848284,0.0901841081211582,0.0134838399620581,0.0650084773498743,0.405114048488963,0.0374347775364633,0,0.178047940088752,0.144481869375325,0.00761138023580229,0.00856092122445001,0.000301316086495823,0.000549458708985919,0.0470240285416318,0,0.00129388633530988,1.72247047701379
170800010605,0.00210414645501381,0.0298790433857836,0.110431918916594,0.125878345261757,0.22602814233746,0.0277297684672755,0,0.0664375235695635,0.0612730474702104,0.00982872767643353,0.0288002062838396,0.0412858600878027,0.0110300004784521,0.253539048320289,0.0053530580438647,0.000401229799432242,8.73895100369202
170800010606,0.000128454394925608,0.0743303138385342,0.0477086577814793,0.087046004564034,0.32580345393768,0.0531389811144307,0,0.121090115832401,0.115765987409704,0.00547323491998837,0.0144156601213205,0.0158356899279942,0.00370856734909427,0.132483346611852,0.00307154672502618,0.00000000275528460267193,4.37704454819572
170800010701,0,0.0108470192522093,0.0000397656586217669,0.000340032621380318,0.839990986529349,0.0391322804177786,0,0.0556456991567251,0.0469622097007398,0.000874180277529135,0.00233981628456435,0,0.000111223567282238,0.00306076771638488,0,0.000656044299550562,1.01200244044598
170800010702,0.00133298922634213,0.0341746958443279,0.00499682697876334,0.0267503417257432,0.459209549010011,0.0690101747686741,0,0.158688124945303,0.0797491497504991,0.0191212899053253,0.0097589127143302,0.000517432245419143,0.00243957050395463,0.133893637717454,0.0000210155122373533,0.000336248181313339,1.31945645260063
170800010703,0.00168064126545886,0.0286749434951599,0.0982524928213711,0.0658793334674757,0.179247650798249,0.0154369803483042,0,0.108971334096218,0.0287346618668794,0.0191193713997425,0.0208312427108575,0.0820317036234781,0.0235884887845146,0.308091237601468,0.0180496972707019,0.00141023787169176,11.7091475906435
170800010801,0.00390292800375087,0.0135632913342409,0.0182003472712963,0.019951291551985,0.74420821502737,0.0243406467464589,0,0.0427038236949983,0.0824001381442398,0.0318175592348584,0.00870392114715393,0.00346194343025518,0.00429192652082185,0.00140457312100611,0.000717629599307765,0.000331809300141787,2.00703676783409
170800010802,0.00209092887627875,0.0847279035482326,0.0117509590186184,0.0299526869243457,0.532897800327483,0.0221077505589322,0,0.102398404118802,0.0771367463545006,0.0874168688399392,0.0310983831140902,0.00221533498035958,0.0154141831520807,0.000255633003238609,0.000142502345817429,0.000393892945329093,1.66235107587287
170800010803,0.00110664852810825,0.0950194520730622,0.00844791334792119,0.0159830200268675,0.546661372665194,0.00779048048257658,0,0.0733441566973366,0.033354057801527,0.191405031349955,0.0142912441709388,0.00332276241894991,0.00306042488658532,0.00596753714102498,0.000147553413213867,0.0000983689419988129,1.57661967038716
170800010804,0.00660710550492457,0.0706449885655834,0.0362303697273209,0.0424933298721561,0.186139591715728,0.0207587634553213,0,0.0840744498321735,0.0249377747253489,0.192838811578355,0.036311863805472,0.0264296969764575,0.0724260731784825,0.177242548698057,0.00919552899797559,0.0136691106291146,5.03372987754778
170800020101,0.133738049004148,0.0000865284766006783,0.00928650354421152,0.00664635083421395,0.742925643334567,0.00157388042105993,0.0115355811483143,0,0.0792065895207756,0.000100949818532606,0.0111688049447886,0.00302536481346389,0.0000721070089218223,0,0.00063362979043878,0,1.5924417769362
170800020102,0.00254378157280723,0,0.0169555871077421,0.0156888394694173,0.837364787097907,0.0057835172662302,0,0,0.0713551379332117,0.00031265590724471,0.0393775015908951,0.00559973370274579,0.00408686020734321,0,0.000931582319614956,0,2.06755555116183
170800020103,0.00524746598617719,0.0000813366653915687,0.00558009761814062,0.0199791610422166,0.88631551754424,0.00333422500608415,0,0.000122005013542595,0.0722504833452077,0.000447351624278653,0.00422174141288074,0.00212160787719182,0,0,0.000299025226678979,0,1.39722657903372
170800020104,0.000968898146417814,0.000117287538516654,0.0116013751695019,0.0256622713130445,0.91950352817349,0.00242960009414444,0,0.000136835494115225,0.0296555122163844,0.0000390958527012499,0.00675218521609068,0.00108909441171607,0.00191569625415357,0,0.000128632669946367,0,1.50689851407444
170800020105,0.000311637231263556,0.000559699160160015,0.00363616662049404,0.00792854376397019,0.904359333711576,0.00276882687317555,0,0.00201572488305254,0.0765886397438777,0.000645031552613961,0.000829326605746898,0.000299478972341199,0.0000575921430462926,0,0,0,1.14742896096932
170800020106,0.00055900699919816,0.00115440022082123,0.0156783873670052,0.0348759168926589,0.882779467355297,0.00218743738211358,0,0.000770523248637653,0.0465475413209734,0.00159429236661268,0.00939888700539288,0.00262950006707371,0.00128420533814999,0,0.00054043377821268,0,1.82930356168419
170800020107,0.000670476693470291,0,0.0141522322616419,0.0255061782837273,0.816498248786383,0.00617405095086721,0,0,0.0627300218739125,0.000562335357578665,0.041590945787963,0.00542625013364693,0.0260404518701089,0,0.000648848420305422,0,1.93401644049557
170800020108,0,0.00465309883626192,0.0058290601921019,0.0171797092043042,0.914335092505304,0.00110307943140017,0,0.00402978675579336,0.0292319331339688,0.00396420113693775,0.0164380521326912,0.000177418048674304,0.00304408357121274,0,0.0000144956360526357,0,1.24851064447216
170800020109,0.000128884834545265,0.000865671125243031,0.0161921051827535,0.017652171311053,0.858735533675115,0.00654404626660547,0,0.000103431374476586,0.0623572090962481,0.00423791243303149,0.0158845571900974,0.00354520202139219,0.0134819382685033,0,0.000271329728746375,0,1.83826912585925
170800020110,0.000435881900532817,0.000835440210171211,0.01408264189199,0.0306344079375989,0.838024273402434,0.00499539117849685,0,0.000635661143838386,0.0775397548048601,0.00138029265582202,0.0277130850711915,0.00161639538520749,0.00192514514722753,0,0.000181617456340839,0,1.63765073589936
170800020111,0.000106588771906709,0.0115573596676495,0.0106766634592971,0.0306101887627728,0.893740430536453,0.000744346759333607,0,0.00851859844124211,0.0323668483328689,0.00682404734647674,0.00403260973408612,0.000449254351972068,0.000124353654229258,0,0.000248707270809108,0,1.49503742164441
170800020201,0.17868717396736,0.00746531017525329,0.00338066202174577,0.00357247737253249,0.293686651249971,0.21202416316412,0.0000241124403105643,0.00176035745821976,0.290897544336691,0.00267425696881625,0.000482248797413145,0.00365974680408848,0,0.00000338051765320419,0.00168191750143344,0,1.52920013611431
170800020202,0.00355118166167137,0.00453101777473153,0.0136517774559306,0.0177467051881519,0.569351856543883,0.107439148990307,0,0.00132515385285516,0.271126903451145,0.000989733602906492,0.00117804042175446,0.00498485574346592,0.0000701124478337492,0.000122696807139405,0.00393082249739106,0,2.21030326225534
170800020203,0.000658760221003823,0.000443357027539453,0.00906521026891906,0.0262824034843111,0.851972116681569,0.00672532831136037,0,0.000184732125680798,0.0992079911144444,0.0000492618905311873,0.00216752321257822,0.00129014786912902,0.00141627930545817,0,0.000536889153464581,0,1.48752682661316
170800020204,0.000568026626899824,0.0127182523455063,0.00258690488784571,0.0203741883739242,0.88780532123586,0.0010863835249758,0,0.0199076229009748,0.0486505873835494,0.00297291019674039,0.0029888605576717,0.000141668153518271,0.000181143066944221,0.0000181143065894666,0,0,1.16137620905239
170800020205,0.0188464249447425,0.0221106930452618,0.0113470794201583,0.0314384913459446,0.803558964294028,0.0196485582358051,0,0.00986825724950709,0.056911663937404,0.0168276514155859,0.00821607414138082,0.000337291701044303,0.000786598847105138,0.0000664962758315493,0.0000357544934838735,0,1.55663174673375
170800020301,0.0707573646273511,0.00549901818725595,0.0192819333168105,0.0387838657501162,0.650415895012765,0.114498511078777,0.00210359981481167,0.0041639004843692,0.0843491990217348,0.000643444840918222,0.00832777493947328,0.00094336618859149,0.000029016639678492,0,0.000203116478737676,0,1.89112797027405
170800020302,0.000452486576540772,0.019251247950985,0.0259339559180808,0.0407878160717017,0.678536606590329,0.051672693897127,0,0.0202437595853712,0.0533669353152153,0.100592254969366,0.00618604234995131,0.00194778985472663,0.000061702714837231,0.000658162286557907,0.000308513600829033,0,2.12595370895486
170800020303,0.0000545105696791443,0.00433127193084686,0.0120488751789002,0.0235724646438066,0.846604546685785,0.00254382653435979,0,0.00127943992379828,0.083388408476849,0.0224602558403794,0.00331121093560866,0.000223491691910896,0.0000908509276151061,0.00009085094771234,0,0,1.45802650907224
170800020304,0.110918844992635,0.0167752865386428,0.00780254400720356,0.0288612147554446,0.63161196036009,0.0726651410446627,0.00418456982377739,0.0109813222928392,0.0793785509770211,0.0205868792449799,0.0143781318584459,0.000554566302217893,0.00108419786700831,0.0000500399048331537,0.000166799682797385,0,1.41854882100179
170800020305,0,0.0183927958829787,0.0157341697330018,0.0513922103206148,0.595406314276238,0.0548173501002129,0,0.0122550631611923,0.0807097201370178,0.16834477177543,0.00204130184460429,0.000801620739462786,0.0000130852705758701,0,0.0000915968936327783,0,1.82139397024918
170800020401,0.023797495057008,0.0345543904874235,0.00706668419287772,0.027780869094478,0.761527396597787,0.00841543459929247,0.000492911022683182,0.0350770484453302,0.0700750222682936,0.0137388949374061,0.0116483254818232,0.000699174670957079,0.000699655729411586,0.00435107402609157,0.0000756384582854406,0,1.37868123034016
