"HUC_12","DECIDUOUS_FOR","DEVELOPED_LOW","DEVELOPED_OPEN","EVERGREEN_FOR","GRASS_HERB","HERB_WETLANDS","MIXED_FOR","PASTURE","SHRUB_SCRUB","WOOD_WETLANDS","BARREN","DEVELOPED_MED","WATER","CROPS","DEVELOPED_HIGH","ICE_SNOW","HUC12_IMP"
170200010206,0.0100489418653649,0.00126932563194402,0.00576946211425164,0.786410160747549,0.0247891388177448,0.00361645567720712,0.000390907375470362,0.00250476086476799,0.149562510071454,0.0139718665246508,0,0.0000205740713912241,0.00164592635883895,0,0,0,1.15320153597726
170200010207,0.0128111005485048,0.00742690271971879,0.0182519043827606,0.568313561627451,0.0539289781733141,0.00184470984153708,0.0000439963486687932,0.0010412468074065,0.262003809117877,0.00503024883281499,0.000645279523743042,0.000817165738442468,0.0678410618687286,0,0,0,1.52934006651472
170200010208,0.00970364108406173,0.00147896795264808,0.00679968547777718,0.744904380373554,0.0668694440030637,0.00184386469910444,0.00141034518546207,0.00526457968828452,0.139134985901235,0.00719583487866901,0,0.0000691303548059615,0.0153251423735613,0,0,0,1.20310851725651
170200010209,0.00387157198076176,0.001451531827849,0.0059916825341412,0.641906930827914,0.124355358789323,0.00628651238651799,0.0000127774650576597,0.00406379169302596,0.20320507728175,0.00484265921285563,0.0000638873255395197,0.0000383323951249564,0.00390990312453158,0,0,0,1.40914074413837
170200010210,0.00967560721994419,0.0082452316284353,0.0132282145267846,0.466753558503084,0.100192691687267,0.00341988912244971,0.000311855240142092,0.00359647604211361,0.24839825476648,0.00600967381000103,0.00094768019508413,0.000800284560718491,0.135477486639149,0.00280183642251321,0.000141269091892632,0,1.58097348743464
170200010301,0.000687273845120165,0.000020213936154218,0.000974409220127435,0.821577130967917,0.0106265369737951,0.000687273645398616,0.0000505348408637594,0.00102080413411031,0.160444428771937,0.00391139692288592,0,0,0,0,0,0,1.10186627523921
170200010302,0.000455233223294685,0.00361960090139194,0.0264408784541131,0.868912424689941,0.0019152589833014,0.0000758722162644001,0.0000674419442501659,0,0.0966670692131231,0.00156802542433233,0,0.000278198081929476,0,0,0,0,1.29475378556436
170200010303,0.00374069694006452,0.00296293874567745,0.0113700215172102,0.78527473199326,0.0171615147034539,0.000423875044893586,0.000063581243671254,0.00000774510039119123,0.170957510901307,0.00669722934064254,0,0.000148356257680778,0.000360293708524375,0.00083157754219807,0,0,1.23397763270441
170200010304,0.00244517218615423,0.0150560792115274,0.0130870383637643,0.524931539489829,0.030126966477999,0.00302503897518115,0.0000747007729317924,0.000674985759426763,0.24560131909491,0.00529545659443834,0.0001411015492506,0.00465810859154918,0.14991600625623,0.00461814266967699,0.00034835243290159,0,2.15785053700871
170200010305,0.00246076921980241,0.0082213512121753,0.00824134890554763,0.501365335153787,0.028599379149457,0.00311281704344375,0.00013458825491269,0.00141257502685417,0.285619193238782,0.00551811714664975,0,0.000488792309001464,0.153052185416489,0.00177353460988638,0,0,1.55841935637832
170200010306,0.00730476331312709,0.000590135567113845,0.00109715577983945,0.767062978324451,0.0227378014516784,0.00301236595223721,0.00089388540872284,0.000413839689671707,0.177702008007709,0.0177950955587028,0,0.0000233370977183216,0.00136663308177081,0,0,0,1.18091638542019
170200010307,0.0052913035435582,0.00586167934562867,0.0049235935511697,0.427972842670394,0.0634378171252777,0.00287356874455838,0.000112950632786838,0.00615669019644985,0.290957532389658,0.0048189862608686,0.0000521310688526175,0.000378603273679577,0.173766585207351,0.0133957280328102,0,0,1.47471310227539
170200010308,0.00163309938896132,0.00596344264790485,0.0145526357325351,0.597307084906789,0.115858657576185,0.00357506538217642,0,0.00409099758567731,0.247275861484278,0.00547072405203645,0,0.000560862548234601,0,0.00367859891406483,0.000032991915260249,0,1.65330905172329
170200010309,0.00181074176551734,0.00509510861292849,0.00952101163573146,0.448233240451937,0.0705258568742437,0.00297972251559021,0.0000675347413580232,0.00504066131762213,0.201815471144145,0.010233518571865,0.0000200185436725928,0.00046802355656297,0.229778350326401,0.0144107370304458,0,0,1.47873732176873
170200010401,0.000140541065484333,0,0,0.66753423748923,0.0285834094598875,0,0,0,0.301647752307713,0.00204487213029111,0,0,0.0000491893642260416,0,0,0,1.04512077783927
170200010402,0.00344779046822607,0,0,0.849510194253334,0.0136600399778527,0,0.0000307085113447762,0,0.132730627883607,0.000620637142646625,0,0,0,0,0,0,1.03127545372722
170200010403,0.00616819591418013,0,0,0.754757375095726,0.0174494924938901,0.00196965994250055,0.0000574657823660082,0,0.210071772171416,0.00952604329337911,0,0,0,0,0,0,1.09432196830042
170200010404,0.00567389353577851,0,0,0.827683326585987,0.0127289840651654,0.00330605238760332,0.00101081135636255,0.00000300364338102415,0.144129672675918,0.00509235566706021,0.000371902440024899,0,0,0,0,0,1.07442238040972
170200010405,0.0139059123445529,0.000499237543365801,0.00305758645252106,0.63342518927388,0.0527672489940815,0.0290250296045023,0.000193977295323043,0.00556966195928659,0.222334540006159,0.0366670153188228,0,0.000323871678664775,0.00223073887774731,0,0,0,1.16494937277703
170200010406,0.000941905020879786,0.00461055242875899,0.0158092480470692,0.625718208535647,0.100085331387243,0.00117352145736071,0,0.00759700608599116,0.231119644370195,0.0041845299299006,0.000138969621409014,0.000355144588653788,0,0.00826593737452052,0,0,1.6335437394659
170200010407,0.00152943793595271,0.00298597802602967,0.0129465934092403,0.733264637654199,0.0119993985367531,0.00646854627425974,0.0000810135538043516,0.00061649022442425,0.144793029490857,0.0145657241067232,0.0000092013457836569,0.00012881884142808,0.0706111313588944,0,0,0,1.19270075515467
170200010408,0.00541376968624615,0.00320833567627241,0.0137144569022503,0.53524372291952,0.100219567906671,0.0298583956076897,0.000258009873221807,0.00226680093556994,0.27554194825795,0.0309335435717378,0,0.000226909789207219,0.0031145480361866,0,0,0,1.36284942252256
170200010409,0.0000864473288762893,0.00633924638856178,0.0104563241857758,0.561761803717003,0.0845089937948174,0.00434157654821614,0,0.00773224617403672,0.306363601570201,0.00483144471249147,0.000220921093436896,0.000486836031554732,0.0000864473549248296,0.0127841197865134,0,0,1.43978681468302
170200010410,0.00153095500436861,0.00403352850017307,0.008712272481383,0.499661180751415,0.0349333215346759,0.00164450056300258,0.0000936370860109456,0.00132847527717255,0.289115017878087,0.00394446084083643,0.000527070245834204,0.000488695144308461,0.141115908814595,0.0128651236294639,0.00000585231565834281,0,1.47391976962219
170200010411,0.00481986979770189,0,0,0.687036650624462,0.0340547051846261,0.00187035153478075,0.00127893342265674,0,0.257908048348071,0.00861450610755352,0.000112974270883109,0,0.00430396551583406,0,0,0,1.25963717360686
170200010412,0.0123559660627132,0.00126473550604965,0.00117780869484452,0.626869293920321,0.0213546028987831,0.000981428003057742,0.00319699915709791,0.000191483929241775,0.186614786615746,0.0136889141751196,0.000825095551356648,0.000171339091207413,0.124520863573082,0.00678667052435945,0,0,1.28255126889562
170200010501,0.00348891054429169,0.00474501006907788,0.0056126785129079,0.556746913624912,0.0586125679656723,0.00499174452374184,0.000159226282689642,0.00640089727596708,0.335647315233056,0.00160022424458314,0.0000875744559880833,0.000453794888172646,0.00140121048524561,0.0200041588381729,0.0000477678840670786,0,1.31016742133785
170200010502,0.0000773333011764273,0.00409775130270568,0.00662650286736494,0.443986045116969,0.0865972689367435,0.00536918825025517,0,0.00225606714156139,0.393358770961579,0.00220532519886043,0.0000630186511808878,0.000138640988818696,0.00248949591686254,0.0527093780827747,0.0000252074526746235,0,1.37417499184447
170200010503,0.00835554806406298,0.000252988323633764,0.00101716163736465,0.774086699507212,0.000272746786165854,0.0122799480515347,0.000109069953418412,0,0.189046510301604,0.0120046207719191,0.0000126858972681803,0,0.00256202343056725,0,0,0,1.16829252697201
170200010504,0.00436827956332301,0.00330768397576358,0.00839724484718539,0.836717722471727,0.000174165377067868,0.00189702907459818,0.000948514488857884,0,0.138693224094198,0.00532572666707417,0,0.000170411762692051,0,0,0,0,1.30426849307552
170200010505,0.0144512740482295,0,0,0.810243586429824,0.000519324475720486,0.00253966824259561,0.000717162020446393,0,0.154737502712728,0.0167914870837977,0,0,0,0,0,0,1.12101336135608
170200010506,0.00130587118561899,0,0,0.898490073321759,0.00954082080485016,0.000738538065403156,0,0,0.0805873748181899,0.00933732256708827,0,0,0,0,0,0,1.14860002134782
170200010507,0.00887179166448943,0.000381878969578419,0.00108404357585101,0.76412387768679,0.00687964799631702,0.0113446174216245,0.000184780156790171,0,0.185097464847906,0.0209715284154189,0.000049274705895075,0,0.00101109877461391,0,0,0,1.14526042092105
170200010508,0.00396999648375582,0.00273310803810466,0.00342405046442964,0.465290216063542,0.0581791652346707,0.00626377759268058,0,0,0.248391166787345,0.00772486871777761,0.000737251216529775,0.000127647913191998,0.179039842585767,0.0241189174950153,0,0,1.36448581249418
170200010509,0.00124077235069088,0.00161676425499871,0.00431886307970033,0.531373529975309,0.111209282346394,0.000711567531356656,0.000207540516397363,0,0.228938634189117,0.000842021504854625,0.000361713483177098,0.000103449992641209,0.116152500178017,0.00292335634650535,0,0,1.2404272843301
170200010601,0,0.0115300783095639,0.0329318069137723,0,0.0147428160279515,0.000144757257053421,0,0.00340562283518881,0.0776861431592401,0,0.00000804206990087956,0.00880618891802206,0.00119022638599778,0.848366373592448,0.00118793522193443,0,2.25110666918307
170200010602,0.000243482304956361,0.00188709878142277,0.0117237972191432,0.0446942245665502,0.406537074528041,0.0169602067354942,0,0,0.303163741088777,0.00363059216379071,0.00000541071800718586,0.000175464862054873,0.000914411489456323,0.210059115434911,0.00000541071793180057,0,1.33191050122729
170200010603,0.000358569633873996,0.00330281638087541,0.0195905114319722,0.124121438618798,0.143905225894911,0.00519386328939355,0,0,0.307619663086665,0.00148699647669706,0,0.000347429129684033,0.0000416914955734735,0.394031814441937,0,0,1.27972627977346
170200010604,0.000164460848780387,0.00227235879790864,0.0155010090524147,0.164553280524453,0.190533260304397,0.00199313120177767,0,0.00000105094952358199,0.414134385699784,0.000207739962063319,0.00025086364696056,0.000103869999489122,0.0144109836799004,0.195873585885971,0,0,1.35682984407764
170200010605,0.0000143409981237654,0.00835788177890958,0.007453417894762,0.135084259376909,0.355508766889663,0.000301160940866837,0,0.000258137979893377,0.24040863213925,0.000100387003020822,0.00112652293534729,0.00318370155015857,0.23023497387757,0.0178387851813561,0.000129068982638174,0,1.98040153786503
170200010606,0.000581225311691514,0.00463188882440272,0.0133564005793389,0.117878237932553,0.285009208777607,0.00205664285428482,0,0,0.525225681030065,0.000938902909996495,0.0000558870550358181,0.000180807615102169,0.000829182943094238,0.0492559451692407,0,0,1.45869742803604
170200010607,0.0000169498610915091,0.00164542046760564,0.00544970492670313,0.163059437950869,0.156575388426396,0,0,0,0.358798812177459,0.0000508495829526374,0.00152942966067513,0.000194994073318766,0.157294871929016,0.155367175305426,0.000016949860999741,0,1.26263282642283
170200010608,0.000139626985925332,0.00110576554392887,0.00492289728429021,0.260055257899191,0.126808518515538,0.000129733363090264,0.0000564057875961626,0,0.443910651575611,0.000101530430540892,0.000829165267941929,0.0000112811606238689,0.125929177941812,0.0360000222722999,0,0,1.26358475903556
170200010609,0.000052186789627562,0.00244532383826575,0.0102700016305027,0.0734444193206562,0.228998127416583,0.0000447315277449622,0,0.000603875098022925,0.454714999527315,0,0.000693338728604033,0.000614236583540019,0.152691256674707,0.075420021935497,0.00000745525464810685,0,1.29679475511388
170200010610,0,0.00553563030162556,0.036051320475415,0.00526262060620823,0.0280035867078037,0.0000211350231576817,0,0,0.41889502481127,0.000147945256291273,0,0.00159051982438629,0.001458316900926,0.502946150900225,0.0000877529452683208,0,1.46386476590713
170200010611,0,0.011135881468691,0.0138121061381054,0.0214059267135383,0.196001324554277,0,0,0.000358513399459112,0.518990234605958,0.0000478017992139467,0.000231042029211484,0.00728392351544926,0.215777569814521,0.013507606647227,0.00144808234476208,0,2.24215926705863
170200020101,0,0.00326796428096235,0.0096516627572839,0.193768436000601,0.506838966102794,0.00158217532080857,0,0.000804034313831439,0.271010609398022,0.0107087803692618,0,0.000118960534807303,0.00215318555470813,0,0,0,1.26584968379977
170200020102,0.0000406047447368057,0.00205934582468302,0.00667996399006427,0.626729813925059,0.16996385190011,0.00128310940241644,0,0,0.185963147058388,0.00541234746693112,0,0.0000730885145590591,0.00179472916610674,0,0,0,1.21789330800094
170200020103,0,0.000578460150544798,0.00119581216618485,0.452039199655597,0.277544572950061,0.0156318444179831,0,0.00130168060663145,0.228695961458869,0.020993532445524,0,0.0000526324726199985,0.000526324667129966,0,0,0,1.34786106187873
170200020104,0,0,0,0.907977941320327,0.0141991670328616,0,0,0.000255731753253869,0.0748341262522322,0.000543727191561267,0,0,0,0,0,0,1.33218492369522
170200020201,0,0,0,0.355887922468307,0.321725174078851,0.00235803382775873,0,0.0140369895576463,0.279761418575881,0.0151259025284395,0,0,0.00830897578925622,0,0,0,1.6902690392866
170200020202,0,0.00248149036285699,0.00571878288406803,0.818151882176203,0.000117374986961026,0.00386015782464144,0,0.01204280548873,0.141637401014786,0.00637217778738715,0,0.000160852929884306,0.00340672989919794,0,0,0,1.86889278188985
170200020301,0.000710010757146353,0.0000645464405057737,0.000343324532431171,0.752052814986982,0.00588126263531218,0,0,0,0.240948041909318,0,0,0,0,0,0,0,1.08714439977953
170200020302,0.000099141198181596,0.00245097461725294,0.00710324623192111,0.715014193389359,0.078842280095176,0.000121172582338044,0,0,0.192175941775067,0.00271694592030822,0,0.000209298136924939,0.00125578876820336,0,0.0000110156914903057,0,1.22260621979149
170200020303,0.0000483949287339262,0.00371310731203898,0.0110857499266165,0.549664056233203,0.00524258288091657,0.00128592257017021,0,0.00107160202373731,0.415718166851716,0.0101170895077313,0.000235061091106546,0.000373332308053409,0.00136197135291266,0,0.0000829627218481923,0,1.26346852027457
170200020304,0.000099529597488743,0.00210642955733777,0.0043606107562785,0.61379320451241,0.0364076482256348,0.00244307292292126,0.00000585468153228844,0.00105093173682922,0.337627225438166,0.0017420285223765,0.000117093620779331,0.000169785708849634,0.0000121864150564295,0.0000058546815465379,0.0000585468145772599,0,1.16738707385131
170200020401,0.00109135294222614,0,0,0.747087309452208,0.0264888017381595,0.00141955300125093,0,0,0.21649503000772,0.00713319437911254,0,0,0.000284762049404009,0,0,0,1.2273832200621
170200020402,0,0.0000688936035885491,0.000221188621144653,0.471757012912609,0.0298227392822319,0.000490000174156649,0,0.000000633363319819544,0.495879161953643,0.000780370495298301,0.00065333325134141,0,0.000326666736461516,0,0,0,1.18998796351208
170200020403,0.0005464739570896,0.00538717252682529,0.00656990702124303,0.442888188187145,0.0584676949146316,0.00613124699858558,0,0.000887679457577327,0.435716059023092,0.00352280492762102,0,0.00118077392413732,0.0386629643294266,0,0.0000390338468170693,0,1.70920062407925
170200020404,0.000100892469655376,0.000153294618480996,0.000315289855208779,0.538774592076299,0.0732854272577822,0.0000903187250283165,0,0,0.386788104882451,0.000418911273995873,0,0.0000468761371075301,0,0.0000262922350103035,0,0,1.1898421041007
170200020405,0.000564181413760713,0.00689271709869461,0.00631408054747659,0.481689826848376,0.0545864091464773,0.00562470147023178,0.0000291818050392138,0.00702174155798959,0.430854355695171,0.00501716579423827,0.0000284080645868093,0.000931195495749844,0.0000577665974569076,0.000339629748058772,0.0000486363397918726,0,1.52369003086599
170200020501,0.000323136176313817,0.0000407711370736457,0.00000240313169001486,0.845556546581098,0.000246198942389725,0.000248611654841925,0,0,0.15183819319692,0.00174413879511167,0,0,0,0,0,0,1.13945278212602
170200020502,0.00015611499458281,0.00505452622783806,0.0091111696123712,0.608688236551918,0.000093668970870481,0.00161466674501885,0.0000416306706841888,0.0235120084576998,0.337302559022042,0.00429030836417523,0.0000624460060795295,0.000208153353895767,0.00806557276779822,0.0012905511014567,0,0,1.4328080645734
170200020503,0.00130872868958227,0.00352503334217415,0.00503189272748876,0.622359455609793,0.0740299675295278,0.00633804479996854,0,0.0109105622436451,0.263767918675578,0.00633223203881101,0,0.000117189150158883,0.006268916920363,0.0000100671438593993,0,0,1.3273541947205
170200020504,0,0.000579950327088754,0.00113319846638753,0.716857167154358,0.0698567702379056,0,0,0,0.211033518781959,0.000381159072360525,0.0000205738430916907,0.000137658550778855,0,0,0,0,1.18191593918089
170200020505,0.000130227903682362,0.00664606276331717,0.0247784141368594,0.754565929958484,0.0693170166662988,0.000827847984101633,0,0,0.141976447225531,0.00094415232595642,0,0.000732531969268288,0.0000813749046691721,0,0,0,1.41685009364679
170200020506,0.00148207579970158,0.000015123222951967,0.000035359786486205,0.748680388212264,0.0596450439569105,0.0000907393374303604,0.000166355465563303,0.00299439825483873,0.186624335084552,0.000266181579864862,0,0,0,0,0,0,1.15461278300108
170200020507,0.0048974797362482,0.00513208702425308,0.0114936004203693,0.731139255144115,0.00402522725948374,0.00367311069885334,0,0.0157919342843003,0.217568927659928,0.00088100304795568,0,0,0,0,0,0,2.15629563922841
170200020508,0.00252065854641509,0.00435039334061655,0.00844419011335898,0.626471043357888,0.0563279418325455,0.00534541932055994,0.0000306649453304914,0.00737149800010641,0.272062797262973,0.00885997728534087,0,0.000550060277659737,0.00629213350025252,0.000061329890553855,0.0000245319563237856,0,1.54994927280907
170200020601,0.0000168007194478959,0,0,0.77691249033624,0.16109930747793,0,0.000100804316832022,0,0.059233901758353,0.000184807928069,0,0,0.0000336014391149873,0,0,0,1.35615559796395
170200020602,0.000707599830530895,0.00012117642333634,0.000337747627329118,0.908240657646655,0.0109461069257649,0.000627190896636258,0.0000160818170144748,0.000236852414865203,0.0779783966484728,0.00068422763753259,0,0,0.00000387612744499982,0.000100087830855045,0,0,1.15202709364782
170200020603,0.00255114649289555,0.00226116871770819,0.0045571854116511,0.794625185477305,0.0344501049890991,0.0011470640747694,0.0000768417585478448,0.000252873550718846,0.143963131710624,0.00478833774068754,0.00000768417587405281,0.000115151873861424,0.00789800090214832,0.00226683153816065,0.00000768417583563065,0,1.33003464480889
170200020604,0.000575272270060347,0.0000050462480648377,0.000558746418975853,0.920688814381254,0.00422140111034279,0.000159686781618821,0.00000504624803676492,0.0000605549717670188,0.0735437676411407,0.000181664910166745,0,0,0,0,0,0,1.08336088618079
170200020605,0.000263727214442348,0.00569734992193187,0.0121160867656239,0.922236080650742,0.00219167956996251,0.00028857368034493,0.0000949417723873218,0,0.0562295430753541,0.000622396022547646,0,0.000253178086644466,0.00000644880578926576,0,0,0,1.34277471648201
170200020606,0.00115013069737184,0.00448304366697195,0.00474126966175259,0.820619154528674,0.0112561795700496,0.00145951909639427,0,0.00848659511933039,0.133826532372709,0.00358470013914964,0,0.000285307243033898,0.00640069872650476,0.00367833682250142,0.0000285307173585077,0,1.27975746968155
170200020607,0.00513823890845817,0.000367931336129205,0.000995431854809365,0.796804994056302,0.0483589921789065,0.00368878044328813,0.000198486634214545,0.00178584551006294,0.123266020898742,0.00870474585947333,0,0.0000610728036911468,0.00428273047298213,0.00634673247660555,0,0,1.1565827985119
170200020608,0.000446444891680453,0,0,0.916889146612697,0.00178825579965728,0,0,0,0.08067773407431,0.00019841989877381,0,0,0,0,0,0,1.11423285987926
170200020609,0.00384936409404091,0.000494066891564512,0.000617436901061279,0.8572404795097,0.00687107360789984,0.00033829628025177,0,0.000612208216674423,0.126956429536686,0.00296879015645988,0,0.0000518578735951905,0,0,0,0,1.20666617204658
170200020610,0.0020045146775766,0.00604405894908942,0.00701004824234768,0.521743464976865,0.0813675402889872,0.0123035309436657,0,0.00636275095048464,0.30602248818994,0.0113310870650801,0.0000403954290485176,0.00101539020460535,0.0272928966238247,0.0174618287866184,0,0,1.51938135985978
170200030101,0.00392120417319035,0.00808804957223694,0.00841840639470775,0.68600632299281,0.0217334646944931,0.00770593599782981,0.000434902636604086,0.00060886372875237,0.189986299848073,0.00685903483231139,0.0000994063170473086,0.00213312051887352,0.0633963770689158,0.000608616424718344,0,0,1.6891163989126
170200030102,0.0000451511477142714,0.0158978146193661,0.0116905568365548,0.617894404536641,0.0551478802608252,0.0172597683329621,0,0.00973818938416435,0.193257978838871,0.00701769200754367,0.000112877882053577,0.00517645520157827,0.0373550483541017,0.0291431708982213,0.000263036470278337,0,2.10975627092304
170200030103,0.0061891889653705,0.00210654958746548,0.0024024840360357,0.647736614445278,0.0898223839361314,0.00886165213098652,0.000211015308061242,0.00020299111127205,0.221625980976186,0.00875356834349969,0.00533280914860792,0.000141706194888276,0.001241743906413,0.005371316245772,0,0,1.17030579463879
170200030104,0.00034102474773923,0.00834647710157013,0.00637173608985578,0.541277597447558,0.0896308205754357,0.0506093494266921,0.0000541309103644721,0.0205265070299584,0.229677536326157,0.0118221901742344,0.00133162060886906,0.00233734405094953,0.0190161885863506,0.018565457767744,0.0000920225425352809,0,1.77229239173467
170200030105,0.00351722163387772,0.000418410929451103,0.000134054991884578,0.717263457721969,0.0474847420119143,0.0102320951229168,0.000266812107877145,0.00401073411233676,0.19431657022711,0.0139695158351926,0.000218445636132421,0.0000381160084211915,0.00220120006200605,0.00592862679374016,0,0,1.317917481116
170200030106,0.000899870613657351,0.00155647562562825,0.00174111992400868,0.716184803839425,0.0673371500743337,0.0185967447675741,0.0000209272247078493,0.00423604436027242,0.163840003899254,0.00940005482214567,0.000125563346450205,0.0000941551418923226,0.0000313908370355275,0.0159356792031817,0,0,1.26328666828405
170200030107,0.00131648801170104,0.0118815882052842,0.0157470869743241,0.521984361523424,0.0618182468454645,0.0579476831777876,0.0000475839017484796,0.0160643605762764,0.161461259982518,0.00834814756949373,0,0.00447458431643072,0.00108649903214495,0.136637310933762,0.00118480156411788,0,1.99372488951275
170200030108,0.000755537492508173,0.00235415461300476,0.00423653456927266,0.820583257301222,0.0282506948244141,0.00430935170920977,0.0000058118266768736,0.0182114189916154,0.110604706677032,0.00415601954899216,0.0000290591330391108,0.000169871037056126,0.00129022545899853,0.00504336182854875,0,0,1.3376383113263
170200030109,0.0000896217645976597,0.00901585817112961,0.0095746550776163,0.815297089477715,0.0530401527220765,0.00534146859123591,0.0000298739216389785,0.00734947434522913,0.0793169407682827,0.00761645696422216,0.00000995797391722299,0.00348518595932247,0,0.00877170818544911,0.00106156713419005,0,1.95608743204639
170200030110,0.00169497821906259,0.023078065697953,0.0158052087273555,0.539754790929012,0.0668598486854604,0.0475379507403204,0.0000360633707296055,0.0129924726071934,0.179528814326033,0.0132676551923597,0.00018904866808604,0.00413848875302535,0.000721267459137611,0.0943502606056334,0.0000450792136468147,0,2.40350581979851
170200030201,0,0.002436682085579,0.0126242395975927,0.817764135954408,0.0528287933999333,0.00496827499092993,0,0,0.0816567960159975,0.0131929117384663,0.000412528067157828,0.0000717440377258865,0.0140438952222987,0,0,0,1.27282341303913
170200030202,0,0.00146455330172862,0.00511371429175085,0.821989185548311,0.0779760194337337,0.00181223564893579,0,0,0.0793145689736486,0.0063655452214521,0,0.0000135241464944791,0.00595062391571276,0,0,0,1.16209745310663
170200030203,0,0.00127857469021608,0.00710697995278108,0.846133903345681,0.0401114521243872,0.00463887743213609,0,0.000126514834569547,0.0934187902958164,0.00455620893451642,0.0000702860258301261,0.0000281144103320039,0.00253029696564864,0,0,0,1.15878298907113
170200030204,0,0,0,0.916747170324899,0.0302069441163033,0.00184042155955697,0,0,0.0459452237609679,0.00522883857432566,0,0,0.0000314012600426315,0,0,0,1.09895981108588
170200030205,0.000365249871853927,0.00828352502147048,0.0112634649170077,0.479510111849694,0.175524364883297,0.00421648923634142,0,0.00117264511221783,0.294567426267623,0.0106088333441162,0.0000192236816225278,0.000692995847755244,0.012053248453971,0.00172242391179254,0,0,1.73183793398164
170200030206,0.000031971780882412,0.00450624569738818,0.0079573674782025,0.632588553092389,0.127895845807707,0.00816450089690975,0,0.0115975146543763,0.190672615440276,0.00913512172535657,0.000063943576149765,0.00064078612043605,0.00137478683846442,0.00533877453808719,0.0000319717879476065,0,1.59642731739734
170200030301,0.0000998779310245879,0.00000832316175819113,0.00123704127278465,0.934710071503829,0.00700313181023304,0.00158140061630189,0.0000166463234845492,0.000249694843473642,0.0496254960885289,0.00546831739203505,0,0,0,0,0,0,1.11836145252622
170200030302,0.00103122502601813,0.00226174205953198,0.0132639434561374,0.880119383073796,0.0307351390560737,0.0038174753835329,0.000460978216194095,0.00171426263437998,0.059709989655619,0.00655453317153085,0,0.0000288111366143529,0.000302516988930144,0,0,0,1.21738566535974
170200030303,0.0021308352860498,0.00644685883020169,0.0151730696761949,0.63836313399311,0.0969967254606228,0.00782065823098493,0,0.017481685617418,0.158883412347003,0.00266628149972914,0.000136457451642872,0.000398875608336451,0.00149053522752011,0.0520114723561888,0,0,1.45116158448108
170200030304,0.00384163460101167,0.00591157337498231,0.00921970632724708,0.597118834585344,0.067393948024764,0.0117962767171866,0.0000242928836513673,0.0536105847833435,0.218208123480261,0.0062188907404586,0.000040488139442989,0.000374701229384333,0.00032321699499158,0.0259143756374478,0.0000033586646403585,0,1.40996333133597
