instream,riparian,land,passage,n_worksites,stream_length,max_elevation,mean_slope,stream_order,natural_cover,species_rich,bull_trout,esu_count,impaired,impervious,pct_public,household_inc,white_non_hisp,owner_occ,edu_degree,pop_density,area
1,0.7039374683329052,0.39740715873069904,0.3665401930336569,0.4922913224513023,0.24916918254802461,-0.042469611535244284,-0.1955794688549925,0.16534884589467685,-0.1794512577538998,0.13720145163479958,0.09096395465473806,0.029191471974235134,0.24430085929517434,0.35598420653689417,0.0506598341938426,0.06443124292317641,0.08184774142251747,0.034600944739589155,0.03518207640059539,0.18890095720158256,0.09138116277247721
0.7039374683329052,1,0.46876423250470695,0.22648977413189175,0.5234770767637852,0.2667349355719492,-0.07764460214524067,-0.15769010534393887,0.21400315577465537,-0.17149354844362083,0.1467914477387335,0.11046113391587502,0.06168649967243459,0.05439335804086138,0.2601727504165382,0.00793049910382375,0.10623713664913607,0.047216606212819166,0.14976728083023358,0.0667077270568681,0.11214336873254246,0.14831170613605138
0.39740715873069904,0.46876423250470695,1,0.390065996502521,0.4047921963075096,0.3069475398292418,-0.17004977586629638,-0.29269876968210473,0.2898467698226669,-0.16226236293928595,0.11228936961908136,0.040984361453441524,0.0279786223255372,0.06275609377202677,-0.005127362148378353,0.06957429959791575,0.10849607862371469,-0.08499627698679692,0.07407379820130028,-0.03470507658045946,0.0589304998236639,0.1578111930049757
0.3665401930336569,0.22648977413189175,0.390065996502521,1,0.4284348887382919,0.18433827247444337,0.010196293818339988,-0.13441076314436942,0.03251500832058017,-0.05194893384423615,-0.038357396742046364,-0.04125289846886464,0.02224968444721669,0.10071678170471528,-0.007811808548721368,0.19794761602380473,0.13990791853151163,0.14114726951443018,0.11575854153139582,0.17858597744050556,-0.030335394047977613,0.14546922223033026
0.4922913224513023,0.5234770767637852,0.4047921963075096,0.4284348887382919,1,0.21679282274220818,-0.07003597540968937,-0.21269256694253175,0.2817820919045315,-0.10451463684896209,0.16265636046658297,0.17579029239135155,0.04436936210000866,0.02811637225230214,0.07770444713436939,0.31692619430339813,0.14487037175067172,0.11404419704268684,0.15845198271862881,0.17207233189735524,0.011091108266421196,0.09776393255295003
0.24916918254802461,0.2667349355719492,0.3069475398292418,0.18433827247444337,0.21679282274220818,1,-0.34831178902751203,-0.42611797727698225,0.32499496417037266,-0.5641305025355408,0.13456011197343107,-0.08329713123152163,0.12571812599981733,0.07804447897523242,0.3463339559351069,0.010033606595874562,0.28847496152845886,-0.10757122439296049,0.08950803299299219,0.15037195907710751,0.4614847892853323,0.6847554468493224
-0.042469611535244284,-0.07764460214524067,-0.17004977586629638,0.010196293818339988,-0.07003597540968937,-0.34831178902751203,1,0.842855218038674,-0.2597749271573363,0.656176612702846,-0.10665649797459092,0.28928849722854294,-0.07405094098934437,0.07480082503052528,-0.32477136798150147,0.16422845748526216,-0.16803611209967353,0.5067027848799462,0.11351238669785768,0.21231626109809426,-0.4328631290606986,-0.0023456731761883815
-0.1955794688549925,-0.15769010534393887,-0.29269876968210473,-0.13441076314436942,-0.21269256694253175,-0.42611797727698225,0.842855218038674,1,-0.2565997648134328,0.6349981055630413,-0.021999663872483425,0.3576555543331556,-0.05458448082594495,0.037968826693634265,-0.3273908824255826,0.13351986305315044,-0.18337124148875655,0.41056173699393195,0.07630140489585396,0.10638123692248266,-0.40167240747464844,-0.06841441248282647
0.16534884589467685,0.21400315577465537,0.2898467698226669,0.03251500832058017,0.2817820919045315,0.32499496417037266,-0.2597749271573363,-0.2565997648134328,1,-0.1929037192848849,0.5930329664031078,0.48392266352936664,0.07352168930375252,0.2393838767653659,0.19694622837357517,0.004220445116116606,0.1682814867106002,-0.008923525612656701,0.0863843925432337,0.09091260696858793,0.2521337604095505,0.16583734097402567
-0.1794512577538998,-0.17149354844362083,-0.16226236293928595,-0.05194893384423615,-0.10451463684896209,-0.5641305025355408,0.656176612702846,0.6349981055630413,-0.1929037192848849,1,-0.26307871466410776,0.07741806704238667,-0.039447008241719886,-0.17635786803173953,-0.5442574649596283,0.1733773209996104,-0.17317524197995013,0.2855415022169644,-0.009541399747937447,-0.0452120748913328,-0.7108345881510777,-0.10595027332209511
0.13720145163479958,0.1467914477387335,0.11228936961908136,-0.038357396742046364,0.16265636046658297,0.13456011197343107,-0.10665649797459092,-0.021999663872483425,0.5930329664031078,-0.26307871466410776,1,0.6672200416662096,0.04738728208259163,0.4729676748514444,0.3180585239935339,0.04114025972772936,0.11546523571390842,0.1672053917493601,0.16847346486506182,0.23783947259427016,0.28838947731887826,0.10157601791918784
0.09096395465473806,0.11046113391587502,0.040984361453441524,-0.04125289846886464,0.17579029239135155,-0.08329713123152163,0.28928849722854294,0.3576555543331556,0.48392266352936664,0.07741806704238667,0.6672200416662096,1,0.0027317559439968275,0.3611787034686973,-0.008763035110908141,0.18421459735159743,0.01680267775650455,0.3267913116721018,0.160334364057149,0.21824491209218053,-0.006278469639476823,0.02197013537097638
