HUC_12,instream_act,riparian_act,land_act,fishpass_act,instream_cst,n_instream_huc,n_instream_cst,riparian_cst,n_riparian_huc,n_riparian_cst,land_cst,n_land_huc,n_land_cst,main_cst,n_main_huc,n_main_cst,prj_cst,n_prj_cst,n_prj_huc,n_worksites
170300010602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300010603,0,2,0,0,0,0,0,117574.98384819191,2,2,0,0,0,117574.98384819191,2,2,117574.98384819191,2,2,2
170300010604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300010605,8,10,8,6,0,0,0,0,0,0,0,0,0,801602.9170314239,5,5,1011671.3334905986,6,6,21
170300010701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300010702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300010703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300010704,0,1,0,0,0,0,0,0,0,0,0,0,0,40971.65417672647,1,1,40971.65417672647,1,1,1
170300010705,2,0,0,0,12853.635843118002,2,2,0,0,0,0,0,0,12853.635843118002,2,2,12853.635843118002,2,2,2
170300010706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300010707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300010708,0,3,0,0,0,0,0,23783.38743352166,3,3,0,0,0,23783.38743352166,3,3,23783.38743352166,1,3,3
170300010709,8,7,0,1,0,0,0,0,0,0,0,0,0,48373.25474179598,1,1,48373.25474179598,1,2,8
170300020101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020102,1,0,0,0,52387.01329692037,1,1,0,0,0,0,0,0,52387.01329692037,1,1,52387.01329692037,1,1,1
170300020103,1,0,0,0,15235.889969833624,1,1,0,0,0,0,0,0,15235.889969833624,1,1,15235.889969833624,1,1,1
170300020104,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170300020105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020106,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
170300020107,7,3,0,0,0,0,0,0,0,0,0,0,0,72412.15595812479,2,2,72412.15595812479,2,2,7
170300020108,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170300020109,1,0,0,0,0,0,0,0,0,0,0,0,0,23006.39463580676,1,1,23006.39463580676,1,1,1
170300020201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020202,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,1
170300020203,0,1,0,0,0,0,0,1631.885743358651,1,1,0,0,0,1631.885743358651,1,1,1631.885743358651,1,1,1
170300020204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
170300020207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
170300020208,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,79455.60496856312,2,3,4
170300020301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020304,2,1,0,0,6925.404531742556,1,1,0,0,0,0,0,0,10530.474326256102,3,3,10530.474326256102,3,3,3
170300020305,1,1,0,0,0,0,0,0,0,0,0,0,0,55403.23625394045,1,1,55403.23625394045,1,1,2
170300020306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300020308,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,1
170300020309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170300020310,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
170300020311,8,8,9,7,133174.9166366237,1,1,5544.931448623536,1,1,NA,1,0,1543485.2881346103,8,8,2131103.3089189148,11,17,46
170300020312,19,18,6,0,0,0,0,56680.61799911139,2,2,0,0,0,1786045.403976773,9,9,2674973.3997800727,11,13,40
170300030101,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170300030102,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,293766.2457054914,2,3,6
170300030103,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,19798.02403321113,1,2,6
170300030104,2,4,0,0,0,0,0,NA,1,0,0,0,0,24745.902619414486,2,2,628717.898250769,4,5,15
170300030105,7,6,0,0,0,0,0,1636.4425497413195,1,1,0,0,0,477832.1509725656,3,3,758952.2405455495,4,4,14
170300030201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030203,0,2,1,0,0,0,0,0,0,0,0,0,0,24848.541616260412,1,1,24848.541616260412,1,1,3
170300030204,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170300030205,9,9,0,0,0,0,0,0,0,0,0,0,0,118169.42677087925,3,3,118169.42677087925,3,3,11
170300030206,5,5,2,0,0,0,0,0,0,0,0,0,0,1283372.4908922657,1,1,1283372.4908922657,1,1,10
170300030301,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170300030302,1,2,0,0,0,0,0,0,0,0,0,0,0,119697.81236887425,2,2,119697.81236887425,2,2,5
170300030303,1,1,0,0,0,0,0,0,0,0,0,0,0,71671.88147538032,1,1,71671.88147538032,1,1,2
170300030304,1,0,0,0,109823.06506437346,1,1,0,0,0,0,0,0,109823.06506437346,1,1,5718708.19532267,2,2,2
170300030305,0,3,3,0,0,0,0,0,0,0,0,0,0,11512.723882896764,1,1,11512.723882896764,1,2,6
170300030401,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170300030402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030403,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170300030501,0,1,1,0,0,0,0,507944.2240119901,1,1,0,0,0,507944.2240119901,1,1,507944.2240119901,1,1,2
170300030502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030503,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
170300030504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030506,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
170300030601,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
170300030602,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
170300030603,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
170300030604,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
170300030605,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,2,2
170300030606,0,2,4,0,0,0,0,0,0,0,0,0,0,67967.72045630011,1,1,67967.72045630011,1,1,6
170300030607,1,6,5,0,75271.17164970077,1,1,299755.9812899826,2,2,0,0,0,1324037.2524774338,4,4,1507568.174749048,6,7,15
170300030701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030704,0,0,4,0,0,0,0,0,0,0,NA,1,0,310646.54743704584,3,3,310646.54743704584,2,3,4
170300030705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030706,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
170300030801,10,6,0,0,NA,1,0,106999.065488139,1,1,0,0,0,235285.21549484791,5,5,235285.21549484791,3,5,18
170300030802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030803,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170300030804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030807,2,3,2,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,8
170300030901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300030906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170300031001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031002,0,4,5,0,0,0,0,377814.24416103406,2,2,0,0,0,436815.36419502785,3,3,436815.36419502785,3,3,9
170300031003,0,3,0,0,0,0,0,105889.44681795484,1,1,0,0,0,105889.44681795484,1,1,454060.0201465485,5,7,12
170300031004,0,2,0,0,0,0,0,48862.951676961224,2,2,0,0,0,48862.951676961224,2,2,48862.951676961224,2,2,3
170300031005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031006,0,1,0,0,0,0,0,16103.312608115455,1,1,0,0,0,16103.312608115455,1,1,16103.312608115455,1,1,1
170300031007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170300031101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031107,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170300031108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031201,0,3,1,0,0,0,0,NA,3,0,NA,1,0,NA,4,0,0,0,4,4
170300031202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170300031204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170300031205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170900010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010103,4,0,0,1,258366.76510108635,2,2,0,0,0,0,0,0,284432.74008927547,3,3,626524.987418958,4,4,5
170900010104,2,0,0,0,NA,1,0,0,0,0,0,0,0,NA,1,0,0,0,1,2
170900010105,2,0,0,0,3263.771486717302,2,2,0,0,0,0,0,0,3263.771486717302,2,2,3263.771486717302,1,2,2
170900010106,5,0,0,0,389262.2904199063,4,4,0,0,0,0,0,0,389262.2904199063,4,4,389262.2904199063,3,4,5
170900010201,1,0,0,0,6799.5239306610465,1,1,0,0,0,0,0,0,6799.5239306610465,1,1,6799.5239306610465,1,1,1
170900010202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010303,1,0,0,0,216691.73681907973,1,1,0,0,0,0,0,0,216691.73681907973,1,1,216691.73681907973,1,1,1
170900010401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010502,3,0,0,0,40392.07198322338,3,3,0,0,0,0,0,0,40392.07198322338,3,3,40392.07198322338,3,3,3
170900010503,2,0,0,1,0,0,0,0,0,0,0,0,0,3148.7998525816643,1,1,3956.9177791923476,2,2,3
170900010504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010505,1,2,0,0,69254.04531742557,1,1,21044.639685949893,2,2,0,0,0,90298.68500337546,3,3,90298.68500337546,3,3,3
170900010601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010603,0,1,0,0,0,0,0,8786.3860030643,1,1,0,0,0,8786.3860030643,1,1,8786.3860030643,1,1,1
170900010604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010605,3,0,0,0,136920.6029351328,3,3,0,0,0,0,0,0,136920.6029351328,3,3,136920.6029351328,1,3,3
170900010606,1,0,0,0,26632.491474324124,1,1,0,0,0,0,0,0,26632.491474324124,1,1,26632.491474324124,1,1,1
170900010607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010608,0,1,0,0,0,0,0,4709.275081584939,1,1,0,0,0,4709.275081584939,1,1,4709.275081584939,1,1,1
170900010701,1,0,0,0,9811.970543172043,1,1,0,0,0,0,0,0,9811.970543172043,1,1,9811.970543172043,1,1,1
170900010702,9,26,0,3,23785.954451912046,2,2,363174.4068237898,13,13,0,0,0,499878.8075884358,21,21,510664.02022325865,22,24,36
170900010703,5,2,0,0,0,0,0,15361.93233231134,1,1,0,0,0,97599.43905505519,3,3,97599.43905505519,3,3,7
170900010801,4,0,0,7,18951.120249098007,1,1,0,0,0,0,0,0,198278.55446479825,2,2,242827.49460598038,6,7,9
170900010802,64,0,0,66,0,0,0,0,0,0,0,0,0,209723.97168093763,1,1,329278.17378287204,6,8,69
170900010901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900010904,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,33997.619653305235,1,1,3
170900010905,3,0,0,0,68797.24521218069,1,1,0,0,0,0,0,0,164629.7354909175,2,2,164629.7354909175,2,2,3
170900010906,8,3,0,8,0,0,0,0,0,0,0,0,0,48777.70754370514,2,2,58772.79708841482,3,3,11
170900011001,5,0,0,1,0,0,0,0,0,0,0,0,0,4650.024063241207,1,1,19358.451160706736,2,2,6
170900011002,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,11106.342388341754,1,1,1
170900011003,4,7,0,3,0,0,0,78823.40438611225,3,3,0,0,0,78823.40438611225,3,3,1802848.8069871408,8,8,10
170900020101,5,0,0,10,0,0,0,0,0,0,0,0,0,2462.191258902303,2,2,586973.2724757898,12,12,15
170900020102,9,0,0,7,1491.3844196779664,2,2,0,0,0,0,0,0,5606.761238128958,4,4,182346.7759849132,7,7,14
170900020103,27,0,0,32,492.4382517804606,1,1,0,0,0,0,0,0,4931.417349972899,4,4,214065.2635860827,12,12,40
170900020201,0,2,0,11,0,0,0,0,0,0,0,0,0,18006.051782530645,1,1,401028.2031920658,10,10,13
170900020202,1,1,0,0,49858.6834325686,1,1,14566.86091090324,1,1,0,0,0,64425.54434347184,2,2,64425.54434347184,2,2,2
170900020203,4,0,0,0,0,0,0,0,0,0,0,0,0,13814.381379025466,1,1,13814.381379025466,1,1,4
170900020204,1,2,0,3,6657.475447736581,1,1,7385.317483449224,1,1,0,0,0,14042.792931185806,2,2,118825.65958047746,5,5,5
170900020205,1,0,0,2,1246.4670858142151,1,1,0,0,0,0,0,0,1246.4670858142151,1,1,62423.123632334755,3,3,3
170900020301,11,4,0,9,26527.478916384407,3,3,0,0,0,0,0,0,33381.24581650387,5,5,808168.2659891789,12,13,18
170900020302,9,0,0,22,16951.06679023943,2,2,0,0,0,0,0,0,16951.06679023943,2,2,596731.7349196334,10,10,24
170900020303,0,3,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,10665.122978883535,1,2,3
170900020304,9,0,0,12,0,0,0,0,0,0,0,0,0,NA,0,0,13967.418989435677,4,4,12
170900020305,0,1,0,1,0,0,0,179.7374580922403,1,1,0,0,0,179.7374580922403,1,1,672.1757098727008,2,2,2
170900020306,2,2,0,0,0,0,0,0,0,0,0,0,0,8325.453289271632,1,1,8325.453289271632,1,1,2
170900020401,0,2,0,4,0,0,0,0,0,0,0,0,0,10097.3427648309,1,1,113603.98386192761,3,3,6
170900020402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900020403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170900020404,0,1,0,0,0,0,0,0,0,0,0,0,0,11600.518325410216,1,1,11600.518325410216,1,1,1
170900020405,11,28,0,2,142656.90581735285,2,2,330038.6493162551,5,5,0,0,0,1634775.3986299983,15,15,1634775.3986299983,15,15,33
170900030101,3,3,0,0,0,0,0,0,0,0,0,0,0,75315.2323534109,1,1,75315.2323534109,1,1,3
170900030102,0,1,0,2,0,0,0,0,0,0,0,0,0,30886.15750263474,1,1,57200.32415125864,2,2,3
170900030103,3,8,0,3,1150.319731790338,1,1,29041.23184303663,2,2,0,0,0,149436.20928640408,5,5,328132.25708077283,8,8,12
170900030104,1,0,0,2,1347.1548394354932,1,1,0,0,0,0,0,0,1347.1548394354932,1,1,1347.1548394354932,1,1,3
170900030105,0,7,0,2,0,0,0,476245.5754265488,2,2,0,0,0,548965.0476884642,4,4,574224.2009278797,5,5,9
170900030106,2,3,0,0,93626.5957568089,1,1,27281.7916592257,2,2,0,0,0,454574.62574143347,4,4,799125.1480658993,15,15,22
170900030107,6,14,0,7,3749.425563996832,1,1,76974.52596746817,3,3,0,0,0,92941.88685368258,6,6,629230.0633803392,9,10,16
170900030108,0,2,0,0,0,0,0,275021.6647645604,1,1,0,0,0,285962.252437904,2,2,293857.2136040905,4,4,5
170900030109,5,17,0,8,42482.46606114151,2,2,13989.762484490366,3,3,0,0,0,230207.74813148318,8,8,983390.7517068891,17,17,30
170900030110,18,18,0,14,18715.6212038241,1,1,53464.5031731797,2,2,0,0,0,229540.71398052532,8,8,740022.093646037,17,17,33
170900030201,0,1,0,23,0,0,0,0,0,0,0,0,0,18070.4147981248,1,1,312851.49160272966,11,11,24
170900030202,3,5,0,34,0,0,0,14371.312740345082,2,2,0,0,0,14371.312740345082,2,2,321218.7383550136,11,11,36
170900030203,0,1,0,9,0,0,0,NA,1,0,0,0,0,NA,1,0,276675.9200161357,4,5,10
170900030204,12,6,0,15,318819.0286274874,1,1,146357.03279790675,1,1,0,0,0,681647.8658923715,6,6,1111890.3707787218,13,13,26
170900030205,2,4,0,7,0,0,0,28857.187791420787,4,4,0,0,0,37201.60118107507,5,5,273603.647624721,12,12,15
170900030206,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,647537.9223338787,3,3,3
170900030207,0,3,0,1,0,0,0,172744.18397696002,3,3,0,0,0,172744.18397696002,3,3,197280.50385604793,4,4,4
170900030208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
170900030209,8,7,0,9,0,0,0,154524.70676523927,2,2,0,0,0,287397.36906803335,4,4,526888.6797203169,9,9,14
170900030210,0,1,0,2,0,0,0,0,0,0,0,0,0,8262.830311862432,1,1,18028.306581077828,2,2,3
170900030211,1,1,0,0,0,0,0,9747.245447242532,1,1,0,0,0,9747.245447242532,1,1,34884.69459371699,3,4,5
170900030301,0,1,0,5,0,0,0,0,0,0,0,0,0,2813.9328673169175,1,1,65162.23277918116,5,5,6
170900030302,0,1,0,2,0,0,0,0,0,0,0,0,0,1406.9664336584588,1,1,51081.36348976762,3,3,3
170900030303,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,0,0,175296.7225672386,7,7,8
170900030304,6,3,0,4,25114.91833590139,4,4,24849.740453918115,1,1,0,0,0,77406.36137149074,7,7,1031859.3808512652,11,11,13
170900030305,3,9,0,2,0,0,0,531901.8660575465,6,6,0,0,0,956563.2083407092,10,10,1987360.5331339834,13,13,15
170900030306,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,26811.963775985038,2,2,2
170900030307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
170900030308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
170900030401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900030402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900030403,0,5,0,0,0,0,0,15315.069329123611,2,2,0,0,0,94436.66450363008,4,4,112774.22517610414,3,5,6
170900030501,8,0,0,21,268838.03941113333,2,2,0,0,0,0,0,0,278397.86782675073,3,3,363422.6312545261,5,5,29
170900030502,1,12,0,19,0,0,0,0,0,0,0,0,0,323604.8622316854,3,3,595141.3236216037,8,8,24
170900030503,8,1,0,6,72778.49177794313,3,3,NA,1,0,0,0,0,74668.7594306669,5,5,771453.3251533315,10,11,15
170900030504,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
170900030505,1,0,0,3,8322.563259503095,1,1,0,0,0,0,0,0,8322.563259503095,1,1,9514.397334031542,2,2,4
170900030506,0,0,0,7,0,0,0,0,0,0,0,0,0,NA,0,0,24750.26710760621,1,1,7
170900030507,0,2,0,8,0,0,0,NA,1,0,0,0,0,7321.808399412345,2,2,156763.54160999638,3,9,15
170900030508,1,0,0,1,2356.5800108105327,1,1,0,0,0,0,0,0,2356.5800108105327,1,1,45873.533167041234,2,5,7
170900030509,0,5,0,4,0,0,0,NA,2,0,0,0,0,22512.42140775955,3,3,190253.81126999762,4,6,9
170900030510,0,3,0,0,0,0,0,NA,3,0,0,0,0,NA,3,0,0,0,3,3
170900030511,2,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
170900030512,0,12,0,5,0,0,0,30838.044548382157,1,1,0,0,0,132494.76001819968,3,3,439284.8153162104,6,6,14
170900030601,14,17,0,0,110942.39235745177,2,2,0,0,0,0,0,0,1604487.2576283098,10,10,3207681.4748035474,11,12,29
170900030602,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,185083.16481918754,2,3,3
170900030603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900030604,2,4,0,2,0,0,0,NA,1,0,0,0,0,777393.2796589781,2,2,902797.6025006231,2,6,7
170900030605,1,0,0,0,312435.7003289337,1,1,0,0,0,0,0,0,312435.7003289337,1,1,312435.7003289337,1,1,1
170900030606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170900030607,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,3594.749161844806,1,1,2
170900030608,0,4,0,0,0,0,0,NA,3,0,0,0,0,NA,4,0,0,0,4,4
170900030609,2,15,0,1,0,0,0,7610.522695905537,6,6,0,0,0,263583.3022639798,8,8,297569.98343543353,4,10,19
170900030610,0,4,0,4,0,0,0,21906.467372062205,1,1,0,0,0,21906.467372062205,1,1,549305.0029090319,4,4,5
170900030611,0,4,0,2,0,0,0,NA,1,0,0,0,0,144111.6546406064,3,3,310854.1798606081,4,6,7
170900040101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040103,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170900040104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040201,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
170900040202,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170900040203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040204,1,0,0,0,179100.08082160048,1,1,0,0,0,0,0,0,179100.08082160048,1,1,179100.08082160048,1,1,1
170900040205,0,7,0,0,0,0,0,NA,7,0,0,0,0,NA,7,0,0,0,8,8
170900040206,2,6,0,0,37496.61897155609,1,1,NA,6,0,0,0,0,38366.958034680705,8,8,38366.958034680705,2,8,8
170900040207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040209,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170900040301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040302,1,5,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,6
170900040303,1,11,0,0,22399.65678888243,1,1,NA,7,0,0,0,0,22399.65678888243,8,8,22399.65678888243,1,8,12
170900040304,1,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,2
170900040305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900040306,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
170900040307,0,4,0,0,0,0,0,NA,4,0,0,0,0,NA,4,0,0,0,4,4
170900040308,4,4,0,3,2686.6109820590127,1,1,0,0,0,0,0,0,2686.6109820590127,2,2,419254.9581227576,2,3,8
170900040401,0,7,0,0,0,0,0,0,0,0,0,0,0,29086.699033318735,1,1,29086.699033318735,1,1,7
170900040402,0,8,0,0,0,0,0,NA,8,0,0,0,0,NA,8,0,0,0,8,8
170900040403,0,12,0,1,0,0,0,0,0,0,0,0,0,43692.53615706139,2,2,612451.5164664485,3,3,13
170900040501,0,15,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,187947.86517789387,1,2,17
