HUC_12,instream_act,riparian_act,land_act,fishpass_act,instream_cst,n_instream_huc,n_instream_cst,riparian_cst,n_riparian_huc,n_riparian_cst,land_cst,n_land_huc,n_land_cst,main_cst,n_main_huc,n_main_cst,prj_cst,n_prj_cst,n_prj_huc,n_worksites
170900040502,5,5,0,0,127283.10922883388,2,2,0,0,0,0,0,0,318017.78191224247,3,3,318017.78191224247,3,3,10
170900040601,4,3,0,16,0,0,0,11537.610254562303,1,1,0,0,0,12687.929986352641,2,2,256866.82406496967,12,13,19
170900040602,14,0,0,15,11928.85866025925,4,4,0,0,0,0,0,0,19634.297387705134,6,6,122092.04387401487,12,12,29
170900040603,0,1,0,7,0,0,0,0,0,0,0,0,0,NA,0,0,156872.34379126987,7,7,8
170900040604,1,4,0,5,4313.698994213768,1,1,7289.616381030504,3,3,0,0,0,11603.315375244272,4,4,204296.57041999485,9,9,10
170900040605,2,8,0,12,2288.3598625086315,1,1,30048.456154377298,2,2,0,0,0,32336.81601688593,3,3,192298.29157940936,10,10,21
170900040701,1,5,0,3,7781.912985561637,1,1,364948.50781231106,2,2,0,0,0,560678.2859757666,4,4,676624.595488268,7,7,8
170900040702,1,6,0,14,19038.66700585093,1,1,11334.125211308658,1,1,0,0,0,40901.073891059365,3,3,128205.90019342571,8,8,21
170900040703,21,1,0,25,6190.724191063175,1,1,0,0,0,0,0,0,6190.724191063175,1,1,262006.24530842743,7,7,27
170900040704,0,9,0,0,0,0,0,28372.272274191084,2,2,0,0,0,34471.95640362098,3,3,34471.95640362098,3,3,9
170900040705,0,2,0,4,0,0,0,0,0,0,0,0,0,NA,0,0,363263.0290005776,4,4,6
170900040706,5,33,0,1,67775.62009254878,2,2,41818.79200643818,2,2,0,0,0,394760.1743980181,9,9,2197244.0617751526,12,12,42
170900050101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900050102,1,5,0,0,65483.76662115046,1,1,0,0,0,0,0,0,65483.76662115046,1,1,65483.76662115046,1,1,6
170900050103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900050104,2,5,0,0,0,0,0,0,0,0,0,0,0,114697.77845498113,3,3,114697.77845498113,2,3,7
170900050105,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
170900050201,1,0,0,0,19049.823017061954,1,1,0,0,0,0,0,0,19049.823017061954,1,1,19049.823017061954,1,1,1
170900050202,8,2,0,0,20521.658720734013,3,3,0,0,0,0,0,0,47294.15742861884,5,5,47294.15742861884,3,5,8
170900050203,5,1,0,0,0,0,0,5540.323625394045,1,1,0,0,0,15529.476759808227,3,3,15529.476759808227,2,3,6
170900050204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900050205,5,0,0,0,52829.529135364006,4,4,0,0,0,0,0,0,52829.529135364006,4,4,52829.529135364006,2,4,5
170900050206,1,0,0,0,15477.981201362838,1,1,0,0,0,0,0,0,15477.981201362838,1,1,15477.981201362838,1,1,1
170900050207,0,1,0,1,0,0,0,NA,1,0,0,0,0,NA,1,0,3809.9646034123903,1,2,2
170900050208,0,1,0,0,0,0,0,3571.8418156991165,1,1,0,0,0,3571.8418156991165,1,1,3571.8418156991165,1,1,1
170900050301,4,1,0,1,0,0,0,0,0,0,0,0,0,6799.523930661046,2,2,10728.549927930073,2,3,5
170900050302,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,1
170900050303,10,0,0,0,0,0,0,0,0,0,0,0,0,62328.640785683005,1,1,62328.640785683005,1,1,10
170900050304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900050401,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,182227.2413417161,1,1,2
170900050402,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,66098.5376438187,1,1,1
170900050403,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,48662.41404339657,1,1,2
170900050404,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,278317.72365041997,5,5,5
170900050501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900050502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900050503,5,2,0,1,76384.05858251473,2,2,0,0,0,0,0,0,441819.60618754034,6,6,483104.2222503805,7,7,8
170900050504,1,4,0,0,0,0,0,0,0,0,0,0,0,15558.715555908135,2,2,15558.715555908135,2,2,5
170900050505,1,1,0,0,16813.248882218584,1,1,NA,1,0,0,0,0,16813.248882218584,2,2,16813.248882218584,1,2,2
170900050601,2,5,0,7,0,0,0,5101.002852781917,2,2,0,0,0,312604.4853970607,4,4,446478.42427967663,7,8,13
170900050602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170900050603,4,7,0,4,0,0,0,NA,1,0,0,0,0,12156.61383233379,2,2,105233.39378602864,3,4,8
170900050604,0,2,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,16380.855983033049,3,4,5
170900060101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060104,12,0,0,0,0,0,0,0,0,0,0,0,0,15043.229040363009,1,1,15043.229040363009,1,1,12
170900060201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060203,1,0,0,0,60282.85744401176,1,1,0,0,0,0,0,0,60282.85744401176,1,1,60282.85744401176,1,1,1
170900060204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060206,2,0,0,0,177770.56716734503,2,2,0,0,0,0,0,0,177770.56716734503,2,2,177770.56716734503,1,2,2
170900060207,2,2,0,0,0,0,0,0,0,0,0,0,0,192781.6227525698,1,1,192781.6227525698,1,1,2
170900060208,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,992050.5414834465,2,2,2
170900060301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060303,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170900060304,6,6,0,0,0,0,0,0,0,0,0,0,0,57890.86646018511,2,2,57890.86646018511,2,2,6
170900060305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060306,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,16454.840891710835,1,1,1
170900060307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060402,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170900060501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060502,2,2,0,1,0,0,0,0,0,0,0,0,0,37059.418417420646,1,1,106173.391606943,2,2,3
170900060601,5,0,0,38,18353.23430099945,2,2,0,0,0,0,0,0,72912.95628297365,3,3,247157.4646871547,6,6,43
170900060602,2,2,0,51,31561.8976409974,2,2,NA,1,0,0,0,0,31561.8976409974,3,3,96422.10564244603,13,18,67
170900060603,0,1,0,3,0,0,0,NA,1,0,0,0,0,NA,1,0,69304.14766326272,1,2,4
170900060604,0,1,0,3,0,0,0,21381.503297040337,1,1,0,0,0,21381.503297040337,1,1,26344.304718401596,2,2,4
170900060701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060702,0,0,0,12,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,12
170900060703,0,0,0,26,0,0,0,0,0,0,0,0,0,NA,0,0,82812.68335617948,1,1,26
170900060704,0,1,0,17,0,0,0,NA,1,0,0,0,0,NA,1,0,156185.3838693105,2,3,20
170900060705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
170900060801,8,9,0,11,269335.33359184593,2,2,0,0,0,0,0,0,1532721.1133936017,6,6,2178723.380556674,9,9,17
170900060802,0,1,0,0,0,0,0,28757.99329475845,1,1,0,0,0,28757.99329475845,1,1,28757.99329475845,1,1,1
170900060803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900060804,4,2,0,3,27372.015776942026,1,1,NA,1,0,0,0,0,149243.99863941967,3,3,547750.3267238413,3,4,6
170900060805,0,1,0,0,0,0,0,5549.2714660448855,1,1,0,0,0,5549.2714660448855,1,1,5549.2714660448855,1,1,1
170900060806,0,1,0,0,0,0,0,20594.06923888703,1,1,0,0,0,20594.06923888703,1,1,20594.06923888703,1,1,1
170900070101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900070102,4,9,0,4,0,0,0,9393.836606128873,3,3,0,0,0,20293.77299798683,5,5,111390.78108952251,6,7,11
170900070103,1,4,0,28,10923.709649758604,1,1,212359.5231506457,4,4,0,0,0,223283.2328004043,5,5,506606.12325909495,5,8,33
170900070104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
170900070105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900070106,1,4,0,0,0,0,0,NA,2,0,0,0,0,444747.54401414684,4,4,444747.54401414684,2,4,4
170900070107,0,2,0,0,0,0,0,71894.98323689612,1,1,0,0,0,91237.12600641,2,2,97130.9202644658,3,3,3
170900070201,0,7,0,0,0,0,0,NA,1,0,0,0,0,9519.333502925463,2,2,676038.9382692735,4,5,11
170900070202,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170900070203,2,1,0,0,0,0,0,0,0,0,0,0,0,68240.589902428,2,2,75473.7825560809,4,4,5
170900070204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900070301,2,1,0,0,38396.155884062435,2,2,0,0,0,0,0,0,69714.9068425044,3,3,69714.9068425044,3,3,3
170900070302,2,5,0,0,0,0,0,0,0,0,0,0,0,9174.47385370342,2,2,9174.47385370342,1,2,5
170900070303,0,8,0,0,0,0,0,26568.748160743377,7,7,0,0,0,26568.748160743377,8,8,31866.23728586242,4,10,10
170900070304,5,5,0,2,0,0,0,0,0,0,0,0,0,360919.14000920113,2,2,497709.84508141,3,4,7
170900070305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900070306,0,2,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,14808.406314418746,1,1,2
170900070307,1,2,0,0,34787.69204384921,1,1,16259.759954698722,1,1,0,0,0,51047.45199854793,2,2,61985.50446473385,3,3,3
170900070401,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,300687.2196414389,4,4,4
170900070402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900070403,0,3,0,0,0,0,0,0,0,0,0,0,0,39991.08208007273,2,2,59471.718141416626,3,3,4
170900070404,0,1,0,12,0,0,0,0,0,0,0,0,0,7738.315385121524,1,1,2324934.350371392,9,10,13
170900070405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900080101,2,1,0,4,134352.8479158056,1,1,21568.49497106884,1,1,0,0,0,155921.34288687445,2,2,349832.6697756661,3,3,7
170900080102,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,0,0,86675.13333920896,2,3,6
170900080103,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,22121.030346709224,1,2,2
170900080201,2,0,0,2,34465.208411379914,2,2,0,0,0,0,0,0,34465.208411379914,2,2,54082.896760915595,4,4,4
170900080202,1,1,0,5,0,0,0,23305.65319736237,1,1,0,0,0,190666.9667228953,2,2,494954.4755092299,5,7,7
170900080203,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,174187.11351853504,2,2,2
170900080204,3,0,0,9,23155.813114170727,2,2,0,0,0,0,0,0,23155.813114170727,3,3,264678.77049058053,6,7,12
170900080205,1,8,0,1,NA,1,0,638060.5463179683,2,2,0,0,0,656043.9272097807,4,4,759835.9211363703,5,6,11
170900080301,0,0,0,5,0,0,0,0,0,0,0,0,0,NA,0,0,111472.63498305362,2,2,5
170900080302,1,3,0,1,11653.191835473992,1,1,94209.54467975587,2,2,0,0,0,113572.09683996567,4,4,170586.23890468062,5,5,5
170900080401,0,2,0,1,0,0,0,0,0,0,0,0,0,8819.572151510507,1,1,28230.64914235186,3,3,4
170900080402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900080403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900080404,0,3,0,0,0,0,0,24423.67228642763,1,1,0,0,0,33120.26339374311,2,2,33120.26339374311,2,2,3
170900080405,0,2,0,0,0,0,0,NA,2,0,0,0,0,NA,2,0,0,0,3,3
170900080406,0,3,0,0,0,0,0,10789.48457317295,3,3,0,0,0,10789.48457317295,3,3,28192.83736736467,2,4,4
170900080501,1,1,0,0,16285.65160282171,1,1,NA,1,0,0,0,0,16285.65160282171,2,2,16285.65160282171,1,2,2
170900080502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170900080503,0,1,0,0,0,0,0,7986.114618811676,1,1,0,0,0,7986.114618811676,1,1,7986.114618811676,1,1,1
170900080504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
170900080601,2,0,0,0,0,0,0,0,0,0,0,0,0,3138.8702104396757,1,1,3138.8702104396757,1,1,2
170900080602,0,3,0,21,0,0,0,NA,3,0,0,0,0,NA,3,0,148310.46876116874,2,5,24
170900080603,0,2,0,1,0,0,0,1064.80544754152,2,2,0,0,0,1064.80544754152,2,2,41737.391111740246,2,3,3
170900080604,0,4,0,2,0,0,0,NA,1,0,0,0,0,14493.865210597089,2,2,78199.13931288086,2,3,4
170900080605,0,1,0,0,0,0,0,0,0,0,0,0,0,30443.211701831297,1,1,38809.34594611665,2,2,2
170900080606,2,2,0,3,16093.73278638246,1,1,0,0,0,0,0,0,28721.87693605276,2,2,234269.75289658294,4,4,5
170900080607,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,99725.8252570928,2,2,3
170900080608,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,3
170900080701,1,6,0,0,29399.970597727155,1,1,15221.815201902458,2,2,0,0,0,157890.77475923093,6,6,157890.77475923093,5,6,7
170900080702,0,12,0,0,0,0,0,NA,2,0,0,0,0,NA,12,0,0,0,12,12
170900080703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
170900090101,0,6,0,0,0,0,0,NA,3,0,0,0,0,23991.207537445058,5,5,23991.207537445058,2,5,6
170900090102,0,4,0,0,0,0,0,NA,1,0,0,0,0,10912.819336303452,2,2,10912.819336303452,1,2,4
170900090103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090104,0,5,0,0,0,0,0,5995.506682766374,1,1,0,0,0,20868.351950701588,3,3,20868.351950701588,2,3,5
170900090105,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,20459.727460271744,2,2,2
170900090106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090107,0,3,0,0,0,0,0,NA,3,0,0,0,0,NA,3,0,0,0,3,3
170900090108,0,2,0,0,0,0,0,0,0,0,0,0,0,18952.810789941057,1,1,18952.810789941057,1,2,3
170900090109,0,4,0,0,0,0,0,NA,3,0,0,0,0,7925.043731178092,4,4,42375.385496021285,2,6,6
170900090110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090201,2,0,0,4,7274.56522726498,2,2,0,0,0,0,0,0,7274.56522726498,2,2,188436.2223731185,4,5,7
170900090202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090302,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,467226.5670858016,1,1,2
170900090303,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,231622.9701461148,2,2,2
170900090304,0,3,0,0,0,0,0,0,0,0,0,0,0,8503.484627684706,1,1,8503.484627684706,1,1,3
170900090401,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170900090402,2,0,0,0,NA,1,0,0,0,0,0,0,0,NA,1,0,0,0,1,2
170900090403,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,214746.00267130314,2,2,3
170900090404,2,0,0,14,0,0,0,0,0,0,0,0,0,26173.338406686096,1,1,26173.338406686096,1,1,16
170900090405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090406,0,0,0,20,0,0,0,0,0,0,0,0,0,NA,0,0,74231.04879896049,2,2,20
170900090407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090408,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,0,0,287874.5867472324,4,4,5
170900090501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900090502,0,2,0,0,0,0,0,0,0,0,0,0,0,14539.051449164244,1,1,14539.051449164244,1,1,2
170900090601,3,3,0,4,0,0,0,0,0,0,0,0,0,9687.988700606658,2,2,55896.7572473079,6,6,8
170900090602,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,6151.50858407763,1,2,2
170900090603,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,94054.77449792463,2,2,3
170900090604,0,0,0,7,0,0,0,0,0,0,0,0,0,NA,0,0,34221.53445784155,5,5,7
170900090605,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,349758.0193753564,2,2,2
170900090606,0,0,0,7,0,0,0,0,0,0,0,0,0,NA,0,0,361185.3542374768,5,5,7
170900090607,3,4,0,4,0,0,0,28644.968469280073,1,1,0,0,0,142463.15794365577,3,3,533406.1597311692,7,7,9
170900100101,0,4,0,0,0,0,0,89.33429604030479,4,4,0,0,0,89.33429604030479,4,4,89.33429604030479,1,4,4
170900100102,0,1,0,1,0,0,0,5601.853954853157,1,1,0,0,0,5601.853954853157,1,1,41053.87080958106,2,2,2
170900100103,3,0,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,62595.17081668835,2,2,4
170900100201,1,0,0,0,NA,1,0,0,0,0,0,0,0,NA,1,0,0,0,1,1
170900100202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
170900100203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170900100204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
170900100205,0,3,0,1,0,0,0,0,0,0,0,0,0,12614.901548842205,1,1,311914.66847229924,3,3,5
170900100206,0,2,0,0,0,0,0,61986.52580181492,2,2,0,0,0,61986.52580181492,2,2,65668.21644934996,3,3,3
170900100301,1,1,0,6,0,0,0,0,0,0,0,0,0,NA,0,0,219131.8865681184,2,2,6
170900100302,1,2,0,1,0,0,0,0,0,0,0,0,0,131765.20249961666,1,1,131765.20249961666,1,2,3
170900100303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900100304,1,0,0,8,0,0,0,0,0,0,0,0,0,22615.21659337864,1,1,108329.61507723133,9,9,9
170900100305,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,2
170900100306,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170900100307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900100308,0,2,0,1,0,0,0,NA,1,0,0,0,0,NA,1,0,982660.6308818962,1,2,2
170900100401,3,7,0,0,0,0,0,16420.825026836377,1,1,0,0,0,1095729.6543328483,3,3,1095729.6543328483,3,3,7
170900100402,0,4,0,0,0,0,0,0,0,0,0,0,0,22829.198488538048,2,2,22829.198488538048,2,2,4
170900100403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900100404,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,175115.28829823347,1,2,6
170900100405,0,6,0,0,0,0,0,23376.24372735979,3,3,0,0,0,77074.16197914224,4,4,77475.9283490631,3,5,7
170900100406,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170900100501,0,6,0,2,0,0,0,0,0,0,0,0,0,55102.90970302395,4,4,80500.12791936105,5,5,6
170900100502,0,11,0,0,0,0,0,40330.34082195983,2,2,0,0,0,188461.03754481254,8,8,188461.03754481254,7,8,11
170900100503,0,19,0,0,0,0,0,106106.10041758236,2,2,0,0,0,750589.3980614987,9,9,1612716.949939923,13,14,28
170900100504,1,2,0,0,51726.9230946174,1,1,31225.246966731906,1,1,0,0,0,82952.1700613493,2,2,82952.1700613493,2,2,2
170900110101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110103,0,2,0,0,0,0,0,0,0,0,0,0,0,2583.819093651198,1,1,2583.819093651198,1,1,2
170900110104,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,1,0,0,0,1,1
170900110105,2,0,0,0,0,0,0,0,0,0,0,0,0,5575.609623142058,1,1,5575.609623142058,1,1,2
170900110106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110201,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1
170900110202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110203,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,228670.70959770327,1,1,1
170900110204,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1
170900110205,6,1,0,0,45034.04484227707,3,3,NA,1,0,0,0,0,50331.08517351461,6,6,50331.08517351461,3,6,7
170900110301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110305,0,4,0,0,0,0,0,0,0,0,0,0,0,12977.748811531976,1,1,12977.748811531976,1,1,4
170900110306,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,25565.020265133855,2,2,2
170900110401,3,7,0,5,53291.84905846884,2,2,4259.123787021672,1,1,0,0,0,78848.59707979346,5,5,304672.2673825548,8,10,15
170900110402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110403,1,4,0,0,NA,1,0,0,0,0,0,0,0,2251.2421407759552,2,2,2251.2421407759552,1,2,5
170900110404,1,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,192017.92128981315,1,1,2
170900110405,1,3,0,0,0,0,0,0,0,0,0,0,0,2189.446705672857,2,2,2189.446705672857,1,2,3
170900110406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170900110501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900110502,4,0,0,1,153843.74658621344,2,2,0,0,0,0,0,0,243412.31186341718,3,3,465565.481113781,4,4,5
170900110503,0,1,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,334194.9202968717,2,2,2
170900110601,1,2,0,20,0,0,0,NA,1,0,0,0,0,NA,1,0,281519.6065987227,3,4,22
170900110602,8,11,0,9,0,0,0,23860.743748413803,1,1,0,0,0,76915.51299905987,6,6,384231.2440733989,11,12,20
170900110603,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,25364.550085976953,1,1,2
170900110604,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,0,0,681417.1903413056,2,2,2
170900110605,0,0,0,5,0,0,0,0,0,0,0,0,0,NA,0,0,301462.8778114736,5,5,5
170900110606,4,8,0,4,0,0,0,0,0,0,0,0,0,724993.1300590158,3,3,924752.7365585942,6,6,10
170900110607,4,15,0,3,48216.11836028393,2,2,309031.3290335668,2,2,0,0,0,2101381.536714976,10,10,3619257.1586505496,13,13,21
170900120101,8,14,0,9,0,0,0,163309.60586183087,1,1,0,0,0,1300466.2906633562,5,5,7609754.724398824,10,10,19
170900120102,9,12,0,9,86969.48200310614,3,3,0,0,0,0,0,0,150701.4859086778,8,8,1423312.9865059499,13,15,17
170900120103,14,27,0,12,568409.9109108949,3,3,120730.7608478601,2,2,0,0,0,1377009.6826529722,11,11,11253859.285467315,16,16,32
170900120104,5,9,0,0,343701.3467474001,2,2,322850.5203691884,2,2,0,0,0,2701082.5998461437,9,9,2701082.5998461437,9,9,11
170900120201,4,12,0,1,61150.77022685712,2,2,19194.050039286638,7,7,0,0,0,433277.73465236905,13,13,1422915.4104284323,16,20,22
170900120202,4,6,0,0,229462.12582753884,1,1,56983.6135680841,1,1,0,0,0,401945.99462129595,5,5,1084426.1895870809,5,6,12
170900120301,0,1,0,0,0,0,0,0,0,0,0,0,0,6925.44242925714,1,1,6925.44242925714,1,1,1
170900120302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900120303,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1
170900120304,10,38,4,0,0,0,0,0,0,0,120004.88504738024,2,2,2625223.7505793986,11,11,2890049.552884125,13,15,63
170900120305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170900120401,3,3,0,8,22811.301771059312,2,2,0,0,0,0,0,0,27125.00076527308,3,3,320438.5396937574,8,9,14
170900120402,5,6,0,26,0,0,0,270015.9324645043,1,1,0,0,0,302767.20212949615,4,4,1219195.779365763,24,25,32
170900120403,1,5,0,13,4431.944266024146,1,1,28110.61497735537,2,2,0,0,0,123769.6412777678,5,5,857316.7221948233,19,19,20
170900120404,5,8,0,13,2084.9545138699877,1,1,9982.426846806766,2,2,0,0,0,44477.643302125136,4,4,372352.34723813296,14,15,20
170900120405,1,28,0,6,61043.15446711903,1,1,185450.50539516413,3,3,0,0,0,903803.1300093959,10,10,3898720.711212541,18,18,50
170900120500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171100010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171100010102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171100010103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171100010201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171100010202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171100010203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171100010204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
