instream,riparian,land,passage,n_worksites,stream_length,max_elevation,mean_slope,stream_order,natural_cover,species_rich,bull_trout,esu_count,impaired,impervious,pct_public,household_inc,white_non_hisp,owner_occ,edu_degree,pop_density,area
1,0.8872414137036357,0.4239771487664997,0.24016736951142217,0.8485119908118289,0.15747156485403077,-0.21263333938917608,-0.194677665134849,0.06479361216442826,-0.08401674815349708,0.20762112240936276,0.005233189829054696,0.11397732409425164,0.23753112200759446,0.07160563506248291,-0.010246052385239082,0.04879194264515138,0.05818784311539695,0.09619908069934228,0.008051471330118867,0.1038930878187994,0.1267140457858117
0.8872414137036357,1,0.47953660619990934,0.2774096782483029,0.8761306143136427,0.2371136135053916,-0.23975382894321695,-0.23618564987731513,0.1491549301464866,-0.18152168220403525,0.2652999571043615,0.039611284726920715,0.13095764294811682,0.2691299657975236,0.11508232306312044,-0.03872139310279664,0.09864777152403645,0.060371487918594834,0.10166079083705153,0.04352559479404444,0.15113106952586494,0.2068712903004558
0.4239771487664997,0.47953660619990934,1,0.24244648783338985,0.705703158653244,0.271972977404251,-0.27433672672332016,-0.26292782881910076,0.14432343081010207,-0.20848325818712918,0.2435610922338321,-0.0225175906058182,0.10516457441562892,0.3029858261634826,0.17771892166456205,-0.02504728824222048,0.19641840960172385,0.05478441983781635,0.1177194455631816,0.11759578411186068,0.26852613993525687,0.21641667734273123
0.24016736951142217,0.2774096782483029,0.24244648783338985,1,0.5140239000201366,0.34779844719973,-0.3485760182828765,-0.3304876943073109,0.016605687461001387,-0.20366048063026324,0.24013457200599353,-0.07999183799903455,0.11560410821673077,0.33865008952125425,0.15741347544512743,-0.029791236853625468,0.14905430767628347,0.07661615832769181,0.12082198107970599,0.07069641887851917,0.1651121747935603,0.20885446804694346
0.8485119908118289,0.8761306143136427,0.705703158653244,0.5140239000201366,1,0.3537158285037816,-0.363094414658798,-0.3406722805236103,0.134782745374381,-0.24713757209936305,0.33068945609336015,0.008986839688877871,0.16228745956213766,0.39868114369827984,0.19218199263237826,-0.037402541051176824,0.16741624097990285,0.08638929426596174,0.15217922755574687,0.09023607737192953,0.24713011873122312,0.27952482665855294
0.15747156485403077,0.2371136135053916,0.271972977404251,0.34779844719973,0.3537158285037816,1,-0.29047790978537885,-0.31170870293795333,0.14156105483373851,-0.31073399418149844,0.1883861741811964,0.08013347334558922,0.02956966972143258,0.36325938486993214,0.19821199430234734,-0.08492034663326482,0.18349199093726973,0.11049290029347661,0.12712301713532267,0.14094749349599583,0.3037015080863259,0.6029877018120763
-0.21263333938917608,-0.23975382894321695,-0.27433672672332016,-0.3485760182828765,-0.363094414658798,-0.29047790978537885,1,0.8035113445709059,0.1566781713411243,0.4815561551473476,-0.22259450477069626,0.27735487951256493,-0.17173395043411943,-0.5043349082749158,-0.48344889106847316,0.020750877590230626,-0.41974445239168817,-0.12249873477482882,-0.34740274455640496,-0.17881224819059777,-0.4921741993951546,0.005411055112600454
-0.194677665134849,-0.23618564987731513,-0.26292782881910076,-0.3304876943073109,-0.3406722805236103,-0.31170870293795333,0.8035113445709059,1,0.049851899913668715,0.4496907926978163,-0.30927342847163564,0.21824614659454458,-0.22178890562294615,-0.47148285788826294,-0.4184978451866903,0.06563895398064205,-0.4566378976208083,-0.28404405860673115,-0.43005213783462837,-0.1701288201052468,-0.45112776445746766,-0.08953120797460196
0.06479361216442826,0.1491549301464866,0.14432343081010207,0.016605687461001387,0.134782745374381,0.14156105483373851,0.1566781713411243,0.049851899913668715,1,0.04684246560047606,0.3940053394690644,0.2766812081996829,-0.02205265881591249,0.04678497357531662,-0.09398450204861224,-0.018777234528039862,0.06096474131804428,-0.022027069324411536,0.012897986361770633,-0.04054408647827622,-0.0037529144433442424,0.3061147361552662
-0.08401674815349708,-0.18152168220403525,-0.20848325818712918,-0.20366048063026324,-0.24713757209936305,-0.31073399418149844,0.4815561551473476,0.4496907926978163,0.04684246560047606,1,-0.1185619520700707,-0.005856923506170697,-0.11957444481345589,-0.4067189688063921,-0.8213557025406596,0.14229948169204493,-0.23889813505432558,0.04739735981661208,0.008159538880517016,-0.19532625609814272,-0.7377968253422842,-0.23116308110168454
